projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,estimated_load_reduction
1217,Sediment Trap NSBB:  N Park Circle,"Installation of a SunTree NSBB at Hannah's Whirl 
(south side of Hillsborough River).  Total treated 
area is approximately 5 acres.",City of Tampa,  25-50 K,28.0130837,-82.4414387,Hillsborough Bay,Non-Point Source,Completed,2009.0,2009.0,0.0,2009.0,,
1218,Sediment Trap NSBB:  Brorien St,"Installation of a SunTree NSBB at Brorein St on 
west bank of the Hillsborough River.  Total 
treated acres is approximately 3 acres.",City of Tampa,  50-100 K,27.94357032,-82.45707925,All Segments,Non-Point Source,Completed,2010.0,2015.0,0.0,0.0,,
1219,"Urban Lake Rescue, Lake Roberta","This joint effort provide for re-contouring of 
Lake Roberta to improve residence time within 
the lake, planting of a littoral shelf, and 
installation of a SunTree NSBB unit on the 
northeast side of the lake.",City of Tampa,,28.00111631,-82.44902588,Hillsborough Bay,Non-Point Source,Completed,2007.0,2010.0,0.0,2010.0,"$1,113,832.00",
1220,"Urban Lake Rescue, Lake Kipling",NULL,City of Tampa,   1M-3M,27.921627,-82.524016,Old Tampa Bay,Non-Point Source,Completed,2008.0,2010.0,0.0,2010.0,,
1221,W Palmetto St Stormwater Improvements,The project provides for the construction of a dry detention system.  Excess flows will tie into an existing stormwater system which discharges to the Lower Hillsborough River.,City of Tampa,,27.96238125,-82.49834043,Hillsborough Bay,Non-Point Source,Completed,2010.0,2011.0,0.0,2011.0,"$25,000.00",
1222,47th & Frierson Pond Project,This project provides for the construction of a dry retention pond and collection system along Frierson Avenue between Shadowlawn Avenue and 47th Street.  ,City of Tampa,,27.99428653,-82.40599231,Hillsborough Bay,Non-Point Source,Completed,2010.0,2011.0,0.0,2011.0,"$125,000.00",
1223,North Tampa Closed Basins - Phase I,"This project consists of a westward expansion of the existing 24"" stormwater system in 113th Ave to City-owned property and construction of a retention pond.  The pond will be pump-controlled.",City of Tampa,,28.04722491,-82.44657091,Hillsborough Bay,Non-Point Source,Completed,2010.0,2012.0,0.0,2012.0,"$1,100,000.00",
1224,River Tower SWIM Improvements,"This stormwater retrofit project will include construction of a diversion structure in-line with an existing 78 inch FDOT 
storm sewer line along the east side of I-275.  The diversion structure will redirect lower flows to a wet detention 
pond to be constructed.",SWFWMD,,28.02255019,-82.45791678,Hillsborough Bay,Non-Point Source,Completed,2005.0,2020.0,0.0,2020.0,"$2,590,000.00",
1225,Alafia River Cooridor - North Prong,NULL,Hillsborough County,,27.8892,-82.0919,,Non-Point Source,Completed,0.0,0.0,0.0,2006.0,,
1226,South Bayshore Blvd,"This project is in response to a FY2010 Cooperative Funding request by the City of Safety Harbor to design, permit and 
construct best management practices (BMPs) targeted to improve water quality, address impaired waterbodies (WBID 
1569, 1574 and 1575).",SWFWMD,   3M-5M,27.987333,-82.690333,Old Tampa Bay,Non-Point Source,Completed,2010.0,2012.0,0.0,2012.0,"$3,017,298.00",
1227,East Lake Outfall Water Quality Improvement Retrofit,"The East Lake Outfall Water Quality 
Improvement Project, a cooperative SWIM 
water quality improvement project with 
Hillsborough County, was completed in 
October 2000 and became operational shortly 
thereafter. The project was designed to treat 
",SWFWMD,,27.98789,-82.373728,Hillsborough Bay,Non-Point Source,Completed,0.0,0.0,0.0,2000.0,"$1,260,921.00",
1228,CSXT Rockport Terminal Non-Contact Storm Water Mgmt,"Storm water separation from Eastern 
Terminals onto CSXT property.  Constructed a 
series of grass swales (dry detention) prior to 
discharge to Hillsborough Bay",CSX Transportation,,27.915475,-82.420308,Hillsborough Bay,Non-Point Source,Completed,2011.0,2011.0,0.0,2011.0,,
1233,Green Bay discharge diversion to Progress Energy,NULL,Mosaic,,27.8330666,-81.8761819,Hillsborough Bay,Non-Point Source,Not Initiated,2013.0,0.0,0.0,0.0,,
1235,Plant repowering,"Progress Energy's Bartow facility switched 
fomr coal to natural gas-fired, resulting in 
significant NOx reductions, translating into 
atmospheric TN deposition reductions to all 
Bay segments.","Progress Energy, Inc.",,27.8616,-82.6008,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2009.0,,
1236,Pond project,"Progress is decommissioning wastewater 
ponds on site.","Progress Energy, Inc.",,27.856774,-82.601469,Old Tampa Bay,Non-Point Source,Completed,2012.0,2013.0,0.0,2013.0,,
1241,University Town Center LID Swales,"Bioswales integrated into parking lot to collect 
stormwater and treat automotive pollution.",Sarasota County,,27.385914,-82.45743,Manatee River,Non-Point Source,Completed,0.0,2010.0,0.0,2010.0,,
1242,University Town Center LID - Pervious Pavers,"Pervious pavers are designed to allow 
percolation or infiltration of stormwater 
through the surface into the soil below where 
the water is naturally filtered and pollutants 
are removed.",Sarasota County,,27.387865,-82.459122,Manatee River,Non-Point Source,Completed,0.0,2010.0,0.0,2010.0,,
1243,Florida Yards & Neighborhoods,"The FY&N Program helps reduce the nutrient 
load in stormwater runoff, and addresses the 
serious problems of water shortages and 
disappearing habitats by enlisting Floridians in 
the battle to save our natural resources. It is 
implemented through ",Sarasota County,,27.367834,-82.459937,Manatee River,Non-Point Source,Ongoing,0.0,0.0,0.0,0.0,,
1245,University Parkway - Swales,"Grass swales are designed to convey 
stormwater runoff at a non-erosive velocity, 
as well as enhance its  water quality through 
infiltration, sedimentation, and filtration of 
pollutants.",Sarasota County,,27.388369,-82.457077,Manatee River,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,
1246,Benderson Park Rowing Facility,"Benderson Park is a 600 acre park with a 400 
acre lake. Cooper Creek flows west under I-
75 therby treating a portion of the Lakewood 
Ranch Commercial district. ",Sarasota County,,27.365386,-82.450837,Manatee River,Non-Point Source,Completed,2008.0,2008.0,0.0,2008.0,,
1247,Illicit Discharge Detection & Elimination ,"Illicit discharge investigation is an NPDES 
Permit requirment. We investigate and 
perform corrective actions on any illicit 
discharges affecting our MS4. Our poactive 
inspection program has prevented many 
potential problems and identified unrepo",Sarasota County,,27.383124,-82.453675,Manatee River,Non-Point Source,Ongoing,1990.0,0.0,0.0,0.0,,
1248,Weedon Island Salt Marsh Restoration,"Selected mosquito ditches adjacent to the shoreline and the uplands are altering intertidal influences. As a consequence, it is likely that these alterations have resulted in an even aged stand of natives far more susceptible to exotic species encro
The purpose of the Weedon Island Preserve Salt Marsh Restoration Project is to restore the natural habitat and water flow through Weedon Island and adjacent smaller islands to a natural ecological system. Phase I of the project consisted of a study of the islands water flow patterns, exotic vegetation, and other natural resources. The Phase I Study will determine future phases of the project and provide a plan for achieving additional grant funding from the Southwest Florida Water Management District. With the completion of the Phase I study, the county is seeking grant opportunities for implementation of restoration projects.
",Pinellas County,,27.845,-82.601,Old Tampa Bay,Non-Point Source,Ongoing,2017.0,2020.0,0.0,2020.0,,
1249,Lakewood Ranch Commerce Park SW Pond,"Stormwater Pond: A properly designed 
stormwater pond will remove a substantial 
amount of sediment and other non-point 
source pollutants from stormwater before 
releasing this water downstream.",Sarasota County,,27.384577,-82.442068,Manatee River,Non-Point Source,Completed,0.0,1990.0,0.0,1990.0,,
1250,Creek Erosion Control Programs,Erosion control along countywide conveyances.,Pinellas County,,27.8293608598,-82.700958252,Old Tampa Bay,Non-Point Source,Planned,2017.0,0.0,0.0,0.0,,
1251,Jean Park STA,"Hillsborough County created an urban 
stormwater treatment area treating runoff 
from Fletcher Ave. STA includes a series of 
three small detention ponds (totalling 0.64316 
acres) including littoral vegetation. 
Additionally, control structure on se",Hillsborough County,,28.067864,-82.472364,Hillsborough Bay,Non-Point Source,Completed,0.0,0.0,0.0,2002.0,,
1252,Joe's Creek Greenway Park,"Continued phased development of park facility on both sides of Joe's Creek including bank stabilization, installation of 2nd pedestrian bridge to complete circular walking path, and provide pedestrian access to lands on the north side of the creek.",Pinellas County,,27.81521,-82.69279,Boca Ciega Bay,Non-Point Source,Planned,2012.0,2013.0,0.0,0.0,,
1253,Ft. DeSoto Water Circulation Infrastructure,NULL,Pinellas County,,27.620577,-82.720699,Boca Ciega Bay,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1254,Howard Park Sewer Connection,NULL,Pinellas County,,28.15359,-82.787733,Not Listed,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1255,Bayshore Blvd Reclaimed Water Expansion,"Expansion of reclaim water system along Bayshore Boulevard Linear Park.  3,960 LF of reclaim water mains.  Anticipated irrigation demand of 47,00 gpd.",City of Tampa,,27.919428,-82.491277,Hillsborough Bay,Non-Point Source,Planned,2012.0,2013.0,0.0,0.0,"$550,000.00",
1256,Perico Preserve,Land acquisition and preservation - 176 acres.,Manatee County,   3M-5M,27.501254722,-82.679308333,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2007.0,,
1257,Sherwood Yard Street Sweeping Facility,"Construct a to process and manage the liquid 
and solid waste collected during street 
sweeping activities, sediment sump, ditch and 
catch basin cleaning.",City of Clearwater,   1M-3M,27.980714,-82.756606,Old Tampa Bay,Non-Point Source,Planned,2010.0,0.0,0.0,0.0,,
1258,29th S/N Nutrient Seperating Baffle Box,NULL,City of St. Petersburg,,27.782974,-82.671154,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2010.0,,
1259,27th A/N Nutrient Removal Baffle Box,"Designed to treat first 1/2"" of runoff. Flows greater 
than the 1/2 "" bypass the baffle box.",City of St. Petersburg,,27.795996,-82.753787,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,2011.0,,
1260,Duette Preserve Wetlands Restoration,"1400 acres of existing preserve to be 
converted to wetlands & wetland habitat for 
surface water treatment ",Manatee County, 100-250 K,27.592380555,-82.101111666,Manatee River,Non-Point Source,Completed,2012.0,2015.0,0.0,2015.0,,
1261,Bennett Park,"Exotics removal and native plant restoration 
on a 153 acre parcel acquired by the county 
and converted into a playground/park. ",Manatee County, 250-500 K,27.501210555,-82.487294722,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,"$285,310.00",
1262,Manatee County SWWRF Upgrade,"Upgrades to countys Southwest Water Reclamation Facility (SWWRF) to improve nitrogen removal efficiencies (projected 55% N reduction, but tbd).  Will affect all reclaimed water coming from the SWWRF distributed via MARS system.",Manatee County,,27.45234528,-82.631321666,Manatee River,Non-Point Source,Completed,2012.0,2017.0,0.0,2017.0,,
1263,5th A/S Nutrient Removal Baffle Box,"Designed to treat first 1/2"" of runoff from 
watershed. Flows in excess of the 1/2"" of runoff 
bypass baffle box. ",City of St. Petersburg,   1M-3M,27.766077,-82.661849,Middle Tampa Bay,Non-Point Source,Planned,2008.0,2008.0,0.0,2008.0,,
1264,Lake Manatee Watershed Study,"Watershed study for future use planning.  
Includes elevation data collection and 
modelling surface water flow.",Manatee County,,27.481568,-82.322385,Manatee River,Non-Point Source,Planned,0.0,0.0,0.0,0.0,,
1265,Lealman Area Drainage Improvements,"Pond construction for drainage improvements that 
will addresss existing house flooding.",Pinellas County,500K-1M,27.8247,-82.72124,Boca Ciega Bay,Non-Point Source,Completed,2012.0,2016.0,0.0,2016.0,,
1266,Bear Creek Channel Improvements Phase II,"Phase II improvements include replacement of 
bridge at La Plaza Avenue, widening and realigning of 
creek, and stabilization of side slopes. Phase III 
includes downstream sediment dredging in lagoon 
area.",Pinellas County,   1M-3M,27.7626,-82.72883,Boca Ciega Bay,Non-Point Source,Completed,2011.0,2012.0,0.0,2012.0,,
1267,Bear Creek Channel Improvements Phase III,"Dredging of outfall for Bear Creek. South of LaPlaza 
Ave and north of Gulfport Blvd.",Pinellas County,500K-1M,27.75924,-82.7299,Boca Ciega Bay,Non-Point Source,Completed,2012.0,2012.0,0.0,2012.0,,
1268,Allen's Creek Erosion Control,"Design and construction of channel erosion 
improvements to Allen's Creek from Magnolia Drive 
to Beverly Circle. Joint project with the City of 
Clearwater.",Pinellas County,,27.95379,-82.75844,Old Tampa Bay,Non-Point Source,Completed,2010.0,2010.0,0.0,2010.0,,
1269,Lake Seminole Sediment Removal,"Dredging of sediment from Lake Seminole to 
improve lake water quality.  ONE TIME load removal estimate.",Pinellas County,,27.85015,-82.78048,Boca Ciega Bay,Non-Point Source,Planned,2017.0,2021.0,0.0,0.0,,
1271,Silver Lake Sediment Inactivation,"Conduct a feasibility evaluation of sediment phosphorus inactivation in Silver Lake and 
implementation of the recommended chemical application.  Four separate applications of alum 
were conducted to Silver Lake at approximately 2-month intervals from D",Pinellas County & FDOT,,27.81224,-82.66915,Boca Ciega Bay,Non-Point Source,Completed,2012.0,2014.0,0.0,2014.0,"$100,000.00",
1272,City of Seminole Park Development,"Demo of 6.5 acres of commerical development for 
restoration and park development",Pinellas County,,27.9381,-82.7824,Boca Ciega Bay,Non-Point Source,Not Initiated,0.0,0.0,0.0,0.0,,
1273,Alligator Creek Channel B Phase III,"Third phase of construction of channel 
improvements along Alligator Creek Channel B, 
between Evans Drive and El Trinidad Drive.",Pinellas County,   3M-5M,27.986,-82.7241,Old Tampa Bay,Non-Point Source,Completed,0.0,2010.0,0.0,2010.0,"$3,824,600.00",
1274,Alligator Creek Channel B Phase II,"Second phase of construction of channel 
improvements required to correct erosion problems 
in accordance with the preliminary engineering 
report. Limits include 800 feet N of SR 590, and 
from US 19 East to Evans Drive.",Pinellas County,500K-1M,27.986,-82.7274,Old Tampa Bay,Non-Point Source,Completed,0.0,2008.0,0.0,2008.0,"$500,000.00",
1275,City of Plant City Environmental Education Program,"Plant City offers a variety of education classes on topics such as worm composting, Integrated Pest Management, landscape management ,etc.  These classes include topics regarding fertilizer use and prevention of discharges to stormwater and surface waters.

This program is implemented in all WBIDs within City limits.",City of Plant City,,28.01759,-82.116966,Hillsborough Bay,Non-Point Source,Ongoing,0.0,0.0,0.0,0.0,,
1279,City-Wide Reclaimed Water Service,"Using reclaimed water removes nitrogen from 
the plant's discharge.",City of Clearwater,,27.964688,-82.744732,Old Tampa Bay,Non-Point Source,Completed,0.0,2011.0,0.0,2011.0,,
1281,Robinson Preserve Expansion,"Additional land acquisition for preservation - 
200 acres (from projected golf course to 
preserve)",Manatee County,,27.517863,-82.669042,Manatee River,Non-Point Source,Planned,2012.0,0.0,0.0,0.0,,
1282,Acceptance of City of Plant City Reclaimed Water at CF Industries-Plant City Facility,"Acceptance of reclaimed water from the CoPC WWTP into CF 
fertilizer processing operation.",Mosaic,,28.163949,-82.147351,Hillsborough Bay,Non-Point Source,Completed,2008.0,2008.0,0.0,2008.0,,5.02
1283,Bartow Operations Effluent Treatment Wetland System,NULL,Mosaic,,27.768537,-81.943245,Hillsborough Bay,Non-Point Source,Completed,0.0,0.0,0.0,2011.0,,
1284,Plant City Stormwater Inlet Marking Program,"Plant City marks all inlets managed by the city with standard plaques indicating a pollution prevention message.  Markers 
are replaced as they become worn.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1285,Plant City Lift Station Auxiliary Power Program,"Plant City has 42 lift stations. 17 of these are equipped with permanent generators. 8 portable generators are 
maintained for use as needed.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1286,Plant City Lift Station Maintenance,Plant City has 42 lift stations.  These are maintained on a routine basis.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1287,Plant City Lift Station Security Program,Plant city has 43 stations.  All are secured.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1288,Plant City Grease Management Program,"Plant City has an active grease management program.  Grease producing facilities are inventoried, monitored, and 
inspected as needed.

This project is implemented in all WBIDs within the City limits.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1289,Plant City Inflow and Infiltration (I&I) Program,"In order to address the issue of infiltration/inflow (I/I) the City of Plant City has done various studies to determine the location of problem areas. These studies involved system inventory, manhole inspection, flow isolations, television inspection, and smoke testing throughout the wastewater collection system. With this data the Utilities Maintenance Division has established a program to systematically eliminate I/I concerns. The Infiltration/Inflow Reduction Program (IIRP) is composed of three parts: (1) Sewer Line Cleaning and Preparation for Inspection, (2) Sewer Line Television Inspection, (3) Sewer Line Repair.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1290,Lake Thonotosassa Diagnostic Assessment and Water Quality Treatment Project,Project to investigate reuse of reclaimed water.,City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Completed,2007.0,0.0,0.0,2012.0,,
1291,Plant City Spill Prevention/Response Program,"Plant City maintains a Spill Response Room. This room is a dedicated location to house spill response supplies for City Departments to utilize when responding to spill incidents. An inventory of spill response supplies is tracked and maintained by the Water Resource Management Division. This area also serves as a temporary storage/pick up site for non-hazardous wastes generated from containment and clean-up activities. The Water Resource Management Division provides education in Spill Prevention/Spill Response to municipal employees, Police Department rotation schedule towing companies, industrial facility representatives, and the general public. In a spill response situation, City inspectors make every effort to assist responsible parties in complying with all applicable rules and regulations. If inadequate action is taken by the responsible party the matter may be referred to the City Building Department, Code Enforcement Division for further action.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1292,Plant City Sewer Line Maintenance Program,"Plant City operates a program to inspect, repair or replace aging sewer lines.  Since this effort began the number of line breaks and overflows has decreased extensively.  This program covers not only WBID 1542A, but extends to all WBIDS within the City.",City of Plant City,,28.016914,-82.124291,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1293,City of Tampa Interactive Watershed Atlas,NULL,City of Tampa,,27.977424,-82.451019,Hillsborough Bay,Non-Point Source,Completed,0.0,0.0,0.0,2007.0,,
1294,River Tower Park Shoreline Restoration and Stormwater Improvements,NULL,City of Tampa,,28.021536,-82.457486,Hillsborough Bay,Non-Point Source,Completed,2009.0,2020.0,0.0,2020.0,,
1295,North Boulevard Siphon Rehabilitation Project,NULL,City of Tampa, 250-500 K,27.950208,-82.4684,Hillsborough Bay,Non-Point Source,Completed,2008.0,2009.0,0.0,2009.0,,
1296,12th Street Forcemain Replacement,NULL,City of Tampa,   >10M,28.018916,-82.447264,Hillsborough Bay,Non-Point Source,Completed,2008.0,2009.0,0.0,2009.0,,
1297,City of Tampa Riverwalk Project,NULL,City of Tampa,,27.947441,-82.461491,Hillsborough Bay,Non-Point Source,Planned,2007.0,0.0,0.0,0.0,,
1298,W.E. Dunn BNR Optimization,"Beginning in 2009, the Dunn Facility has been 
focused on BNR (biological nutrient removal) 
optimization, even though not required by 
Permit. These efforts for targeted TN & TP AWT 
performance limits have been charted 
(attachment). Our experience",Pinellas County,,28.109681,-82.766705,Old Tampa Bay,Non-Point Source,Completed,2009.0,2009.0,0.0,2009.0,,
1299,South Cross Bayou Phosphorous Reduction Plan,"During the reporting period of 200912010, Phosphorous loading within the treatment facilities final effluent discharge to surface waters (EFD-01) was experiencing intermittent exceedance of the facility permit requirements of (1 mg/L). In September of 201",Pinellas County,,27.825026,-82.741685,Boca Ciega Bay,Non-Point Source,Completed,2010.0,2010.0,0.0,2010.0,,
1300,New River and Hillsborough River Watershed Management Plans in Pasco County,NULL,Pasco County,,28.2157771325,-82.2676849365,Hillsborough Bay,Non-Point Source,Planned,2007.0,0.0,0.0,0.0,,
1301,Drainage Maintenance on Blackwater Creek,NULL,Polk County,,28.092881,-82.044268,Hillsborough Bay,Non-Point Source,Planned,2007.0,0.0,0.0,0.0,,
1302,Illicit Discharge Complaint Investigation,NULL,Polk County,,27.955591,-82.001953,Hillsborough Bay,Non-Point Source,Planned,2007.0,0.0,0.0,0.0,,
1303,Routine Maintenance Erosion Control,NULL,Polk County,,27.934967,-81.999207,Hillsborough Bay,Non-Point Source,Planned,2007.0,0.0,0.0,0.0,,
1304,Annual Street Sweeping Maintenance BMP,"The City of Tampa operates a fleet of mechanical and vacuum street sweepers.  On average, approximately 6500 tons of material is collected annually.  Using the FSA BMP load reduction tool, the City has calculated a removal of 2.95 tons of TN and 1.9 tons ",City of Tampa, 100-250 K,27.977424,-82.507324,Old Tampa Bay,Non-Point Source,Completed,2000.0,2021.0,0.0,2012.0,,
1305,Street Sweeping - Middle Tampa Bay,Street sweeping throughout city,City of St. Petersburg,,27.768925,-82.642078,Middle Tampa Bay,Non-Point Source,Completed,1996.0,2007.0,0.0,2007.0,,
1306,Bicycle Paths,NULL,City of St. Petersburg,,27.769684,-82.63401,Middle Tampa Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1307,Street Sweeping - Boca Ciega Bay,NULL,City of St. Petersburg,,27.756165,-82.698383,Boca Ciega Bay,Non-Point Source,Completed,1996.0,2021.0,0.0,2012.0,,
1309,Street Sweeping - Old Tampa Bay,NULL,City of St. Petersburg,,27.874894,-82.643108,Old Tampa Bay,Non-Point Source,Completed,1996.0,2021.0,0.0,2012.0,,
1311,Pinellas County Fertilizer Ordinance,NULL,Pinellas County,,27.880356,-82.729797,Old Tampa Bay,Non-Point Source,Completed,0.0,2010.0,0.0,2010.0,,
1312,Manatee County Fertilizer Ordinance,NULL,Manatee County,,27.542371,-82.367249,Lower Tampa Bay,Non-Point Source,Completed,0.0,2011.0,0.0,2011.0,,
1313,Street Sweeping - Hillsborough County Total,"Continuous countywide street sweeping program. All County roads swept once annually. Arterials and
collectors swept five times annually. Schedule subject to change.",Hillsborough County, 250-500 K,28.047743,-82.580109,Old Tampa Bay,Non-Point Source,Ongoing,2011.0,2012.0,0.0,2012.0,,
1314,Street Sweeping - City of Plant City,"Key:
1. Street Sweepings Weight data was acquired from the City of Plant City Stormwater Division Monthly Maintenance Reports for the reporting periods indicated. These figures are also reported in each of the NPDES MS4 Annual Reports filed with the FDEP",City of Plant City,,28.01956,-82.115936,Hillsborough Bay,Non-Point Source,Ongoing,2007.0,0.0,0.0,0.0,,
1323,East Bradenton Wetland Park,NULL,Manatee County,,27.4829485,-82.5300753,,Non-Point Source,Planned,0.0,0.0,0.0,0.0,,
1324,Braden River Park ,NULL,Manatee County,,0.0,0.0,,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1325,Manatee-Hillsborough Conservation Land Corridor Connection,NULL,Manatee County,,0.0,0.0,,Non-Point Source,Not Initiated,0.0,0.0,0.0,0.0,,
1326,SWIM Phase 3 Ecosystem Restoration,NULL,MacDill Air Force Base,   1M-3M,27.833169,-82.483371,Middle Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2013.0,,
1327,Itchepackesassa Creek Wetland Treatment Project,"Construction of a 70+ acre wetland facility to  treat water from 
Itchpackesassa Creek to improve water quality downstream.",Polk County,   3M-5M,28.107196,-82.094937,Hillsborough Bay,Non-Point Source,Completed,2009.0,2013.0,0.0,2013.0,,
1343,Lealman Pond,NULL,Pinellas County,,27.825,-82.719,Boca Ciega Bay,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1345,Cross Bayou Improvements,"Improve conveyance through Cross Bayou Canal and reduce duration of flooding inluding 
sediment and exotic vegetation removal.
This project includes clearing and dredging of Cross Bayou channel system and provide erosion control and bank stabilization, with 20 ft maintenance paths on both sides of the channel. Future water quality and flood protection projects are proposed along Cross Bayou system. 
",Pinellas County,  5M-10M,27.888,-82.712,Old Tampa Bay,Non-Point Source,Planned,2016.0,2020.0,0.0,2020.0,,
1346,Sun Sierra MHP Drainage Improvements,"Reduce flooding at the Sun Sierra MHP through conveyance improvements and construction of a 
wet detention pond.",Pinellas County,   1M-3M,27.885,-82.724,Old Tampa Bay,Non-Point Source,Discontinued,2015.0,2018.0,2016.0,0.0,,
1347,N Rena Dr. Improvements,Alternatives to alleviate flooding and improve water quality in the Rena Drive area.,Pinellas County,   1M-3M,27.985,-82.731,Boca Ciega Bay,Non-Point Source,Discontinued,2015.0,2017.0,2016.0,0.0,,
1350,Deep Well Injection at NWRF ,Construct a Class 1 Deep Injection Well and Class V recharge well for the NWRF.  Wells will improve and increase wet weather storage of treated wastewate that would otherwise be distributed for land application via the MARS line.,Manatee County,  5M-10M,0.0,0.0,Manatee River,Non-Point Source,Planned,2010.0,2021.0,0.0,2021.0,,
1351,Deep Well Injection at SWWRF,"Construction of a Class V injection well approximately to 1,200 feet at the SWWRF to add additional wet weather disposal.",Manatee County,  5M-10M,0.0,0.0,Manatee River,Non-Point Source,Completed,2015.0,2017.0,0.0,2017.0,,
1353,MARS Reclaimed Network Upgrades,"Installation of meters between service areas, and control valves for remote operation and redirection 
of reclaimed water flow.  Installation of telemetry at the water reclamation facilities, and the MARS 
pump stations.  Upgrades will improve the distribution of reclaimed wastewater throughout county.",Manatee County,   3M-5M,0.0,0.0,Lower Tampa Bay,Non-Point Source,Completed,2014.0,2020.0,0.0,2020.0,,
1354,Manatee County SEWRF Upgrades,"Construction of one (1) 10 million gallon reclaimed water storage tank at the Manatee County SEWRF.
 Upgrades to pump stations and connection to the MARS transmission line.  Upgrades expected to
improve distribution and efficient use of reclaimed water",Manatee County,  5M-10M,0.0,0.0,Manatee River,Non-Point Source,Completed,2013.0,2016.0,0.0,2016.0,,
1357,Stormwater Education and Outreach,NULL,City of Largo,,0.0,0.0,Old Tampa Bay,Non-Point Source,Ongoing,0.0,0.0,0.0,0.0,,
1358,BMP Street Sweeping,"Annual Street Sweeping contract. All city curbed streets are swept once a month and twice a month in February, March and April.   205 pounds of Nitrogen as removed due to Street Sweeping the City.",City of Safety Harbor,,27.990853,-82.693155,Old Tampa Bay,Non-Point Source,Planned,2013.0,2013.0,0.0,0.0,,
1359,BMP Street Sweeping Year 2,NULL,City of Safety Harbor,,0.0,0.0,,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1360,BMP Street Sweeping Year 3,NULL,City of Safety Harbor,,0.0,0.0,,Non-Point Source,Unknown,0.0,0.0,0.0,0.0,,
1362,Eagle Lake Park Water Quality Improvements Project,"Overview
This SMF is located within the Allen’s Creek Watershed, and consists of an 8.1 acre natural pond
(node NH0010) in the Watershed Model. Runoff enters the pond from approximately 84.2 acres of
basin area, which includes residential areas to the ",Pinellas County, 250-500 K,27.938186,-82.766679,Old Tampa Bay,Non-Point Source,Planned,0.0,0.0,0.0,0.0,,
1365,Bridgeway Acres Pond A Dredging,"The Bridgeway Acres Landfill (BWA) generates leachate and stormwater, which are mixed and stored on site in a 65-acre stormwater pond (Pond A).  The NPDES permitted discharge from this pond is intermittent, depending on rainfall. This project entailed the removal of 450,000 cubic yards of 	material to provide additional storage and reduce the number of off-site discharges. 

This project will decrease the frequency and volume of off-site discharges, although there may be some TN reduction due to the removal of accumulated silt material from the pond bottom.  ",Pinellas County,,27.871667,82.696667,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,1.715
1366,SHARP,NULL,Hillsborough County,,27.80833333,-82.39083333,Hillsborough Bay,Non-Point Source,Completed,0.0,0.0,0.0,2016.0,,5.625
1368,NHARP,The Northwest Hillsborough Aquifer Recharge Project (NHARP) is an innovative water resource project that utilizes highly treated reclaimed water to recharge an aquifer that has been impacted by salt water intrusion. The Hillsborough County Public Utilitie,Hillsborough County,,28.036389,-82.636389,Old Tampa Bay,Non-Point Source,Not Initiated,0.0,0.0,0.0,0.0,,5.625
1371,Street Sweeping,Street Sweeping reported in NPDES report.,City of Safety Harbor,  25-50 K,27.994866,-82.694652,Old Tampa Bay,Non-Point Source,Completed,2008.0,2016.0,0.0,2016.0,,
1372,Street Sweeping,NULL,Pinellas County,,0.0,0.0,Old Tampa Bay,Non-Point Source,Completed,0.0,0.0,0.0,2012.0,,
